target_plan,Sequence,inst_type,notes
Huguenot_Head_ccam,ccam01570,CCAM, 
Valley_Cove,ccam02570,CCAM, 
Deep_Cove_2,ccam03570,CCAM, 
Gilley_Field_ccam,ccam01571,CCAM, 
Fresh_Meadow_ccam,ccam02571,CCAM, 
North_Bubble,ccam03571,CCAM, 
Greenstone,ccam01572,CCAM, 
Birch_Harbor_Mountain,ccam02572,CCAM, 
Isle_Au_Haut_ccam,ccam03572,CCAM, 
Dorr_Mountain_CCAM,ccam01575,CCAM, 
Dorr_Mountain_CCAM,ccam01576,CCAM, 
Parkman_Mountain,ccam02576,CCAM, 
aegis_post_1576a,ccam15903,CCAM, 
Ames_Knob,ccam01577,CCAM, 
Day_Mountain,ccam02577,CCAM, 
Megunticook,ccam01578,CCAM, 
Sky,ccam01579,CCAM, 
CCCT_FOR_SKY_PASS,ccam02579,CCAM, 
Oak_Bay,ccam03579,CCAM, 
Rockport,ccam04579,CCAM, 
Kennebec,ccam05579,CCAM, 
Spruce_Top,ccam06579,CCAM, 
Traveler,ccam07579,CCAM, 
Mars_Hill,ccam08579,CCAM, 
aegis_post_1582a,ccam15903,CCAM, 
Benner_Hill_1,ccam01583,CCAM, 
Benner_Hill_2,ccam02583,CCAM, 
aegis_post_1583a,ccam15903,CCAM, 
Frost_Pond_ccam,ccam01584,CCAM, 
aegis_post_1584a,ccam15903,CCAM, 
Jewell_ccam,ccam01585,CCAM, 
Cal Target 10,ccam01596,CCAM, 
Cal Target 10,ccam01598,CCAM, 
Cal Target 10,ccam01600,CCAM, 
Mapleton,ccam01602,CCAM, 
Mapleton_RMI,ccam01604,CCAM, 
Carys_Mills_ccam,ccam01605,CCAM, 
aegis_post_1605a,ccam15903,CCAM, 
Quimby,ccam01606,CCAM, 
Quoddy,ccam02606,CCAM, 
Sky,ccam03606,CCAM, 
Dark Spectrum Collect,ccam15777,CCAM, 
Dark Spectrum Collect,ccam15778,CCAM, 
Cushing,ccam04606,CCAM, 
Bucksport,ccam05606,CCAM, 
Passagassawakeag,ccam01609,CCAM, 
Spurwink_ccam,ccam02609,CCAM, 
Wassataquoik,ccam03609,CCAM, 
Fogelin,ccam01610,CCAM, 
Cal Target 10,ccam02610,CCAM, 
Patch_Mountain,ccam01611,CCAM, 
Frenchville,ccam01612,CCAM, 
aegis_post_1612a,ccam15903,CCAM, 
Columbia_Falls,ccam01614,CCAM, 
Spider_Lake,ccam02614,CCAM, 
Loon_Stream,ccam03614,CCAM, 
New_Sweden,ccam01617,CCAM, 
aegis_post_1617a,ccam15903,CCAM, 
Towow,ccam01618,CCAM, 
Towow,ccam02618,CCAM, 
Macworth,ccam03618,CCAM, 
Leighton,ccam01619,CCAM, 
Chase_Brook,ccam01620,CCAM, 
Aziscohos,ccam02620,CCAM, 
Chandler_Ridge,ccam03620,CCAM, 
Sky,ccam04620,CCAM, 
Sky,ccam05620,CCAM, 
Depot_Mountain,ccam06620,CCAM, 
Dunn_Brook,ccam01623,CCAM, 
Leighton,ccam02623,CCAM, 
Carrassett,ccam01625,CCAM, 
LD_RMI_1627_slopeB,ccam02625,CCAM, 
Allagash,ccam03625,CCAM, 
Hersey,ccam04625,CCAM, 
Swanback,ccam01627,CCAM, 
Rangeley,ccam02627,CCAM, 
Thorofare,ccam03627,CCAM, 
LD_RMI_1627_loc46,ccam04627,CCAM, 
aegis_post_1629a,ccam15903,CCAM, 
Cal Target 9,ccam05627,CCAM, 
Cal Target 8,ccam05627,CCAM, 
Cal Target 7,ccam05627,CCAM, 
Cal Target 6,ccam05627,CCAM, 
Cal Target 4,ccam05627,CCAM, 
Cal Target 3,ccam05627,CCAM, 
Cal Target 2,ccam05627,CCAM, 
Cal Target 10,ccam06627,CCAM, 
Cal Target 10,ccam07627,CCAM, 
Temple_Stream,ccam01630,CCAM, 
Mattawamkeag,ccam02630,CCAM, 
Vassalboro,ccam03630,CCAM, 
aegis_post_1631a,ccam15903,CCAM, 
Cal Target 10,ccam04630,CCAM, 
Spring_Point_CCAM,ccam01632,CCAM, 
Nine_Lake,ccam02632,CCAM, 
aegis_post_1633a,ccam15903,CCAM, 
LD_RMI_1632,ccam03632,CCAM, 
Hardwood_Mountain,ccam01634,CCAM, 
Hurricane_Mountain,ccam02634,CCAM, 
VRR1_1636,ccam01636,CCAM, 
Buck_Cove_Mountain,ccam02636,CCAM, 
Smyrna_Mills,ccam03636,CCAM, 
aegis_post_1636a,ccam15903,CCAM, 
Spragueville_ccam,ccam01637,CCAM, 
Ripogenus_ccam,ccam02637,CCAM, 
Holmes_Hole,ccam01638,CCAM, 
Spragueville_ccam_2,ccam02638,CCAM, 
Greenvale_Cove,ccam01639,CCAM, 
Sky,ccam01640,CCAM, 
Cal Target 9,ccam02640,CCAM, 
Cal Target 5,ccam02640,CCAM, 
Big_Moose_Mountain,ccam03640,CCAM, 
Dram_Island,ccam05640,CCAM, 
Frye_Island,ccam06640,CCAM, 
Vinalhaven,ccam01643,CCAM, 
aegis_post_1643a,ccam15903,CCAM, 
The_Hop_ccam,ccam01644,CCAM, 
Snows_Point,ccam01645,CCAM, 
Clam_Ledge,ccam02645,CCAM, 
aegis_post_1645a,ccam15903,CCAM, 
Bald_Rock_Ledge,ccam01646,CCAM, 
Porcupine_Dry_Ledge,ccam02646,CCAM, 
aegis_post_1646a,ccam15903,CCAM, 
Cal Target 10,ccam03646,CCAM, 
Damariscotta_Lake,ccam01647,CCAM, 
Mount_Katahdin,ccam02647,CCAM, 
Boothbay_Harbor,ccam03647,CCAM, 
Tumbledown_Mountain,ccam01652,CCAM, 
Elephant_Mountain,ccam02652,CCAM, 
Canoe_Point,ccam03652,CCAM, 
North_Brother,ccam01653,CCAM, 
Avery_Peak_ccam,ccam02653,CCAM, 
Baxter_Peak,ccam03653,CCAM, 
LD_RMI_loc44_sol1656,ccam01657,CCAM, 
Kamankeag,ccam03657,CCAM, 
Hamlin_Peak,ccam04657,CCAM, 
aegis_post_1660a,ccam15904,CCAM, 
aegis_post_1660b,ccam15904,CCAM, 
Cal Target 10,ccam01659,CCAM, 
Blueberry_Mountain,ccam01661,CCAM, 
LD_RMI_slopeA_sol1661,ccam02661,CCAM, 
Brewer_Mountain_ccam,ccam03661,CCAM, 
The_Mud_Hole,ccam04661,CCAM, 
aegis_post_1662a,ccam15903,CCAM, 
Peaks_Island,ccam01664,CCAM, 
Great_Wass_Island,ccam02664,CCAM, 
Baldpate_Mountain,ccam03664,CCAM, 
Chebeague_Island,ccam04664,CCAM, 
Sky,ccam05664,CCAM, 
aegis_post_1665a,ccam15904,CCAM, 
aegis_post_1665b,ccam15904,CCAM, 
Ingalls_Island,ccam01666,CCAM, 
Yellow_Island,ccam02666,CCAM, 
Bunker_Cove,ccam03666,CCAM, 
Cromwell_Cove,ccam04666,CCAM, 
aegis_post_1666a,ccam15903,CCAM, 
Cal Target 10,ccam05666,CCAM, 
Sheldrake_Island_ccam,ccam01668,CCAM, 
Crabtree_Neck,ccam02668,CCAM, 
Waukeah_Neck,ccam03668,CCAM, 
Morancy_Stream_ccam,ccam04668,CCAM, 
Ogden_Point,ccam05668,CCAM, 
aegis_post_1670a,ccam15903,CCAM, 
Calf_Island,ccam01671,CCAM, 
Deer_Isle_ccam,ccam02671,CCAM, 
aegis_post_1671a,ccam15903,CCAM, 
aegis_post_1672a,ccam15903,CCAM, 
Sorrento_Harbor,ccam01673,CCAM, 
Bean_Point,ccam02673,CCAM, 
Chimney_Peak,ccam03673,CCAM, 
Cape_Levi,ccam04673,CCAM, 
aegis_post_1673a,ccam15903,CCAM, 
South_Brother,ccam01674,CCAM, 
Lookout_Point,ccam02674,CCAM, 
Back_Cove,ccam03674,CCAM, 
Cal Target 10,ccam04674,CCAM, 
aegis_post_1676a,ccam15903,CCAM, 
Casco_Bay_ccam,ccam01677,CCAM, 
Hancock_Point,ccam01678,CCAM, 
Crocker_Mountain,ccam02678,CCAM, 
aegis_post_1678a,ccam15904,CCAM, 
aegis_post_1678b,ccam15904,CCAM, 
Maple_Spring_ccam,ccam01679,CCAM, 
aegis_post_1679a,ccam15903,CCAM, 
Trenton_Bridge,ccam01680,CCAM, 
Norwood_Cove,ccam02680,CCAM, 
Beach_Cliff,ccam03680,CCAM, 
Browns_Brook,ccam04680,CCAM, 
aegis_post_1680a,ccam15903,CCAM, 
Duck_Brook_Bridge_ccam,ccam01681,CCAM, 
Waterfall_Bridge,ccam02681,CCAM, 
Cobblestone_Bridge,ccam03681,CCAM, 
Amphitheater_Bridge,ccam04681,CCAM, 
aegis_post_1683a,ccam15903,CCAM, 
Cow_Ledge,ccam01684,CCAM, 
Carter_Cove,ccam02684,CCAM, 
aegis_post_1684a,ccam15903,CCAM, 
Harding_Ledge_ccam,ccam01685,CCAM, 
aegis_post_1685a,ccam15903,CCAM, 
Newport_Ledge_ccam,ccam01686,CCAM, 
aegis_post_1686a,ccam15903,CCAM, 
Gilpatrick_Ledge,ccam01687,CCAM, 
The_Gorge,ccam02687,CCAM, 
Chasm_Brook,ccam01688,CCAM, 
Stanley_Brook,ccam02688,CCAM, 
Denning_Brook,ccam03688,CCAM, 
aegis_post_1690a,ccam15903,CCAM, 
Green_Nubble,ccam01691,CCAM, 
aegis_post_1691a,ccam15903,CCAM, 
The_Cleft,ccam01692,CCAM, 
Weaver_Rock,ccam02692,CCAM, 
The_Maypole,ccam03692,CCAM, 
Sky,ccam01693,CCAM, 
Cal Target 9,ccam02693,CCAM, 
Cal Target 5,ccam02693,CCAM, 
Bear_Island_1,ccam03693,CCAM, 
Bear_Island_2,ccam04693,CCAM, 
aegis_post_1693a,ccam15903,CCAM, 
Cal Target 10,ccam05693,CCAM, 
Cal Target 9,ccam05693,CCAM, 
Cal Target 8,ccam05693,CCAM, 
Cal Target 7,ccam05693,CCAM, 
Cal Target 6,ccam05693,CCAM, 
Cal Target 4,ccam05693,CCAM, 
Cal Target 3,ccam05693,CCAM, 
Cal Target 2,ccam05693,CCAM, 
Mason_Point_ccam,ccam01695,CCAM, 
Mitchell_Hill,ccam02695,CCAM, 
Mount_Gilboa,ccam03695,CCAM, 
Mason_Point_ccam,ccam04695,CCAM, 
aegis_post_1697a,ccam15904,CCAM, 
aegis_post_1697b,ccam15904,CCAM, 
Spurling_Rock,ccam01698,CCAM, 
Grindstone_Ledge,ccam02698,CCAM, 
Knight_Nubble,ccam03698,CCAM, 
aegis_post_1699a,ccam15903,CCAM, 
Ripple_Pond_ccam,ccam01700,CCAM, 
aegis_post_1700a,ccam15904,CCAM, 
aegis_post_1700b,ccam15904,CCAM, 
LD_RMI_sol1700_LTY,ccam02700,CCAM, 
Broad_Cove,ccam01702,CCAM, 
Redfield_Hill,ccam02702,CCAM, 
Pulpit_Ledge_ccam,ccam03702,CCAM, 
Fern_Spring,ccam04702,CCAM, 
aegis_post_1703a,ccam15903,CCAM, 
Turtle_Island,ccam01705,CCAM, 
Stony_Brook,ccam02705,CCAM, 
Dike_Peak,ccam03705,CCAM, 
aegis_post_1705a,ccam15903,CCAM, 
Cal Target 4,ccam04705,CCAM, 
White_Cap_Mountain,ccam01707,CCAM, 
French_Hill_Pond,ccam02707,CCAM, 
aegis_post_1707a,ccam15903,CCAM, 
Cal Target 4,ccam03707,CCAM, 
Cal Target 9,ccam04707,CCAM, 
Cal Target 5,ccam04707,CCAM, 
White_Ledge_ccam,ccam01709,CCAM, 
Shooting_Ledge,ccam02709,CCAM, 
Halfway_Mountain,ccam03709,CCAM, 
Middle_Ledge,ccam04709,CCAM, 
Sky,ccam05709,CCAM, 
Ned_Island,ccam01712,CCAM, 
Ravens_Nest,ccam02712,CCAM, 
Heron_Island,ccam01714,CCAM, 
McNeil_Point,ccam02714,CCAM, 
Sols_Cliff,ccam03714,CCAM, 
Old_Mill_Brook_ccam,ccam01715,CCAM, 
Timber_Point_ccam,ccam02715,CCAM, 
Spectacle_Island,ccam03715,CCAM, 
Goose_Eye_Mountain,ccam04715,CCAM, 
aegis_post_1717a,ccam15903,CCAM, 
Cal Target 10,ccam05715,CCAM, 
Eastern_Point_Harbor,ccam01718,CCAM, 
East_Pond,ccam02718,CCAM, 
East_Point,ccam03718,CCAM, 
aegis_post_1718a,ccam15903,CCAM, 
Wonsqueak_Harbor,ccam01719,CCAM, 
aegis_post_1719a,ccam15903,CCAM, 
Marlboro_Beach,ccam01720,CCAM, 
Lamoine_Beach,ccam02720,CCAM, 
aegis_post_1720a,ccam15903,CCAM, 
Kief_Pond,ccam01721,CCAM, 
Old_Point,ccam01722,CCAM, 
Haynes_Point_ccam,ccam01725,CCAM, 
Barr_Hill,ccam02725,CCAM, 
Mount_Abraham,ccam01726,CCAM, 
Mount_Redington,ccam02726,CCAM, 
LD_VRR_Approach_Stop1,ccam01727,CCAM, 
Cal Target 9,ccam01728,CCAM, 
Cal Target 5,ccam01728,CCAM, 
Sky,ccam02728,CCAM, 
Fernald_Point,ccam03728,CCAM, 
Mark_Island,ccam01729,CCAM, 
Frazer_Creek_ccam,ccam02729,CCAM, 
aegis_post_1731a,ccam15903,CCAM, 
Pierce_Head_ccam,ccam01732,CCAM, 
Mosely_Point,ccam02732,CCAM, 
Leland_Point,ccam03732,CCAM, 
aegis_post_1733a,ccam15903,CCAM, 
Pecks_Point,ccam01734,CCAM, 
LD_Northern_Neck,ccam02734,CCAM, 
Cal Target 10,ccam03734,CCAM, 
Winter_Harbor_ccam,ccam01736,CCAM, 
Beaver_Dam_Pond,ccam02736,CCAM, 
Kitteredge_Brook,ccam03736,CCAM, 
Blunts_Point,ccam04736,CCAM, 
aegis_post_1738a,ccam15903,CCAM, 
Hamilton_Pond,ccam01739,CCAM, 
Whalesback,ccam02739,CCAM, 
Rice_Point_ccam,ccam03739,CCAM, 
aegis_post_1739a,ccam15903,CCAM, 
Cat_Sized_Island,ccam01741,CCAM, 
LD_VRR_sol1741a,ccam02741,CCAM, 
LD_VRR_sol1741b,ccam03741,CCAM, 
aegis_post_1741a,ccam15903,CCAM, 
Mingo_ccam,ccam01744,CCAM, 
Jobbies_ccam,ccam02744,CCAM, 
LD_VRR_sol1745a,ccam03744,CCAM, 
LD_VRR_sol1745b,ccam04744,CCAM, 
Blubber,ccam05744,CCAM, 
aegis_post_1746a,ccam15903,CCAM, 
Passive_VRR_1747,ccam01747,CCAM, 
Whortleberry,ccam02747,CCAM, 
Sugar_Plum,ccam03747,CCAM, 
No_Mans_Land,ccam01748,CCAM, 
Sugar_Loaves,ccam02748,CCAM, 
Verona,ccam01749,CCAM, 
Merrymeeting_Bay,ccam02749,CCAM, 
Enchanted_Island_CCAM,ccam03749,CCAM, 
Cal Target 10,ccam04749,CCAM, 
Cal Target 9,ccam04749,CCAM, 
Cal Target 8,ccam04749,CCAM, 
Cal Target 7,ccam04749,CCAM, 
Cal Target 6,ccam04749,CCAM, 
Cal Target 4,ccam04749,CCAM, 
Cal Target 3,ccam04749,CCAM, 
Cal Target 2,ccam04749,CCAM, 
Ile_Damour_CCAM,ccam05749,CCAM, 
Grogg_Ledge,ccam01752,CCAM, 
LD_VRR_sol1752,ccam02752,CCAM, 
aegis_post_1752a,ccam15903,CCAM, 
Damariscotta,ccam01753,CCAM, 
Foxbird_ccam,ccam02753,CCAM, 
Hells_Half_Acre,ccam01754,CCAM, 
Hockomock_Bay,ccam02754,CCAM, 
aegis_post_1754a,ccam15903,CCAM, 
Jimmies_Ledge,ccam01755,CCAM, 
Jennys_Nubble,ccam02755,CCAM, 
Huckins_Ledge,ccam01780,CCAM, 
Mackerel_Ledge,ccam02780,CCAM, 
Thorne,ccam01782,CCAM, 
aegis_post_1782a,ccam15903,CCAM, 
LD_VRR_sol1783a,ccam01783,CCAM, 
Deadman_Ledge,ccam01787,CCAM, 
Dumplings_Island_ccam,ccam01788,CCAM, 
Megee,ccam01789,CCAM, 
Manana,ccam02789,CCAM, 
Zephyr_Ledges,ccam01790,CCAM, 
Wallace_Ledge,ccam02790,CCAM, 
LD_VRR_sol1790,ccam03790,CCAM, 
Cal Target 9,ccam04790,CCAM, 
Cal Target 5,ccam04790,CCAM, 
Sky,ccam05790,CCAM, 
Cal Target 9,ccam06790,CCAM, 
Cal Target 5,ccam06790,CCAM, 
aegis_post_1793a,ccam15903,CCAM, 
Cal Target 10,ccam01793,CCAM, 
Boiler,ccam01794,CCAM, 
Biljim,ccam02794,CCAM, 
LD_VRR_sol1794,ccam03794,CCAM, 
aegis_post_1794a,ccam15903,CCAM, 
Agamenticus_CCAM,ccam01795,CCAM, 
LD_VRR_sol1795,ccam02795,CCAM, 
aegis_post_1795a,ccam15903,CCAM, 
Mosquick,ccam01796,CCAM, 
Tinker,ccam02796,CCAM, 
Doliver_ccam,ccam01797,CCAM, 
Bois_Bubert,ccam02797,CCAM, 
LD_VRR_sol1796a,ccam03797,CCAM, 
LD_VRR_sol1796b,ccam04797,CCAM, 
Shag_Rock,ccam05797,CCAM, 
Abagadasset,ccam06797,CCAM, 
Bucklin_Rock,ccam01800,CCAM, 
Gilkey_Harbor,ccam02800,CCAM, 
Tyler_ccam,ccam01802,CCAM, 
aegis_post_1803a,ccam15903,CCAM, 
Cal Target 9,ccam02802,CCAM, 
Cal Target 8,ccam02802,CCAM, 
Cal Target 7,ccam02802,CCAM, 
Cal Target 6,ccam02802,CCAM, 
Cal Target 4,ccam02802,CCAM, 
Cal Target 3,ccam02802,CCAM, 
Cal Target 2,ccam02802,CCAM, 
Phoebe_Ledge,ccam01805,CCAM, 
Narragaugus,ccam02805,CCAM, 
Toothacher_Island,ccam03805,CCAM, 
Robinson_Rock_ccam,ccam04805,CCAM, 
Chamberly_CCAM,ccam01809,CCAM, 
Locust_Island_Ledge,ccam02809,CCAM, 
Thread_of_Life_Ledge,ccam03809,CCAM, 
aegis_post_1810a,ccam15903,CCAM, 
Cal Target 10,ccam04809,CCAM, 
Kemps_Folly_ccam,ccam01811,CCAM, 
Mount_Ephraim,ccam02811,CCAM, 
Sasanoa_ccam,ccam03811,CCAM, 
Mount_Coe,ccam04811,CCAM, 
aegis_post_1813a,ccam15903,CCAM, 
Pumpkin_Nob_ccam,ccam01814,CCAM, 
aegis_post_1814a,ccam15903,CCAM, 
Elwell,ccam01816,CCAM, 
Bragdon,ccam02816,CCAM, 
Graffam,ccam03816,CCAM, 
Phoney_Island,ccam04816,CCAM, 
Medomak,ccam01818,CCAM, 
Christmas_Cove_ccam,ccam02818,CCAM, 
Mitten_Ledge_ccam,ccam03818,CCAM, 
Passadumkeag_ccam_2,ccam01820,CCAM, 
Uncle_Zeke_Island,ccam02820,CCAM, 
Mustards_Island,ccam03820,CCAM, 
Passadumkeag_ccam_3,ccam01822,CCAM, 
Hypocrites_Ledges,ccam02822,CCAM, 
Cal Target 9,ccam01824,CCAM, 
Cal Target 5,ccam01824,CCAM, 
Sky,ccam02824,CCAM, 
Cal Target 9,ccam03824,CCAM, 
Cal Target 5,ccam03824,CCAM, 
Troll_Valley_ccam,ccam01827,CCAM, 
Sherwood_Forest,ccam02827,CCAM, 
Tableland,ccam03827,CCAM, 
aegis_post_1827a,ccam15903,CCAM, 
Bonney_Woods,ccam01828,CCAM, 
Hawk_Mountain,ccam02828,CCAM, 
Enon_ccam,ccam01829,CCAM, 
Collingham_CCAM,ccam01830,CCAM, 
aegis_post_1830a,ccam15903,CCAM, 
Katberg_ccam,ccam01831,CCAM, 
Normandien,ccam02831,CCAM, 
Black_Reef,ccam03831,CCAM, 
Katberg_ccam,ccam04831,CCAM, 
Normandien_2,ccam01834,CCAM, 
Ecca_ccam,ccam01836,CCAM, 
Lucknow_ccam,ccam02836,CCAM, 
Duitschland_ccam,ccam01838,CCAM, 
Cheshire_ccam,ccam02838,CCAM, 
Bokkeveld,ccam01841,CCAM, 
Buffalo_Springs,ccam02841,CCAM, 
aegis_post_1842a,ccam15903,CCAM, 
Cal Target 10,ccam03841,CCAM, 
Woodlands,ccam01843,CCAM, 
Montecristo,ccam02843,CCAM, 
aegis_post_1844a,ccam15903,CCAM, 
Bulawayo,ccam01845,CCAM, 
Bushveld,ccam02845,CCAM, 
aegis_post_1846a,ccam15903,CCAM, 
Boomplaas,ccam01848,CCAM, 
Buck_Reef,ccam02848,CCAM, 
aegis_post_1849a,ccam15903,CCAM, 
Blinkberg_ccam,ccam01850,CCAM, 
Wolkberg,ccam02850,CCAM, 
aegis_post_1851a,ccam15903,CCAM, 
Balfour_ccam,ccam01852,CCAM, 
Ripon,ccam02852,CCAM, 
Hartley,ccam01856,CCAM, 
Hooggenoeg,ccam02856,CCAM, 
Beaufort,ccam03856,CCAM, 
Schmidtsdrif,ccam01861,CCAM, 
Lisbon,ccam02861,CCAM, 
Estecourt,ccam03861,CCAM, 
Gravelotte,ccam01863,CCAM, 
Barberton_ccam,ccam01865,CCAM, 
Cal Target 9,ccam01868,CCAM, 
Cal Target 5,ccam01868,CCAM, 
Sky,ccam02868,CCAM, 
Cal Target 9,ccam03868,CCAM, 
Cal Target 5,ccam03868,CCAM, 
LD_VRR_sol1868,ccam04868,CCAM, 
Waboomberg,ccam01870,CCAM, 
Platberg_DRT,ccam02870,CCAM, 
Fort_Brown,ccam01872,CCAM, 
Kirkwood,ccam02872,CCAM, 
Fairfield,ccam03872,CCAM, 
Fig_Tree,ccam04872,CCAM, 
Fig_Tree,ccam06872,CCAM, 
aegis_post_1874a,ccam15903,CCAM, 
Reliance,ccam01875,CCAM, 
Dominion,ccam02875,CCAM, 
Cango_Caves,ccam03875,CCAM, 
Middleton_ccam,ccam04875,CCAM, 
Brenton,ccam01877,CCAM, 
Gamtoos,ccam02877,CCAM, 
aegis_post_1878a,ccam15903,CCAM, 
Cal Target 10,ccam03877,CCAM, 
Cal Target 9,ccam03877,CCAM, 
Cal Target 8,ccam03877,CCAM, 
Cal Target 7,ccam03877,CCAM, 
Cal Target 6,ccam03877,CCAM, 
Cal Target 4,ccam03877,CCAM, 
Cal Target 3,ccam03877,CCAM, 
Cal Target 2,ccam03877,CCAM, 
LD_RMI_loc46_34_sol1878,ccam04877,CCAM, 
Oaktree_day,ccam01879,CCAM, 
Oaktree_RMI_offset,ccam02879,CCAM, 
Lebombo_day,ccam03879,CCAM, 
Zululand_ccam,ccam04879,CCAM, 
LD_RMI_sol1879,ccam05879,CCAM, 
Hexriver_ccam,ccam06879,CCAM, 
Lebombo_night,ccam01882,CCAM, 
Oaktree_night,ccam02882,CCAM, 
Klipfonteinheuwel_ccam,ccam03882,CCAM, 
Klippan_ccam,ccam04882,CCAM, 
LD_RMI_sol1882,ccam05882,CCAM, 
Lebombo_night,ccam06882,CCAM, 
Oaktree_night2,ccam07882,CCAM, 
Reivilo,ccam01886,CCAM, 
aegis_post_1888a,ccam15903,CCAM, 
LD_RMI_loc13_sol1888,ccam02886,CCAM, 
Lyttelton_ccam,ccam01889,CCAM, 
aegis_post_1889a,ccam15903,CCAM, 
LD_RMI_sol1890,ccam02889,CCAM, 
LD_RMI_sol1891,ccam01891,CCAM, 
LD_RMI_sol1891_slopeA,ccam02891,CCAM, 
aegis_post_1891a,ccam15903,CCAM, 
Strubenkop_ccam,ccam01892,CCAM, 
Drakensberg_ccam,ccam02892,CCAM, 
Third_White_Ash,ccam03892,CCAM, 
Pongola,ccam04892,CCAM, 
Naute,ccam01895,CCAM, 
Mzamba_ccam,ccam02895,CCAM, 
Nauga,ccam03895,CCAM, 
Sandwick,ccam01897,CCAM, 
aegis_post_1898a,ccam02897,CCAM, 
Muck_ccam,ccam01899,CCAM, 
Gala,ccam02899,CCAM, 
Lagavulin,ccam03899,CCAM, 
Sandwick_night,ccam04899,CCAM, 
aegis_post_1901a,ccam05899,CCAM, 
Stonehaven,ccam01902,CCAM, 
Trotternish,ccam02902,CCAM, 
Arran,ccam03902,CCAM, 
Oban_ccam,ccam01904,CCAM, 
Talisker_ccam,ccam02904,CCAM, 
Laphroaig,ccam03904,CCAM, 
Holyrood_ccam,ccam01906,CCAM, 
Haddo_House_ccam,ccam02906,CCAM, 
Old_Man_of_Storr,ccam03906,CCAM, 
Cal Target 10,ccam04906,CCAM, 
Ben_Loyal_ccam,ccam01911,CCAM, 
Ben_More,ccam02911,CCAM, 
aegis_post_1916a,ccam01913,CCAM, 
aegis_post_1916b,ccam01913,CCAM, 
aegis_post_1917a,ccam02913,CCAM, 
aegis_post_1917b,ccam02913,CCAM, 
aegis_post_1918a,ccam03913,CCAM, 
aegis_post_1918b,ccam03913,CCAM, 
Haroldswick,ccam01921,CCAM, 
Cal Target 9,ccam02921,CCAM, 
Cal Target 5,ccam02921,CCAM, 
Sky,ccam03921,CCAM, 
Cal Target 9,ccam04921,CCAM, 
Cal Target 5,ccam04921,CCAM, 
Fair_Isle,ccam05921,CCAM, 
Islay,ccam06921,CCAM, 
Glen_Coe,ccam07921,CCAM, 
Barra,ccam01925,CCAM, 
Assynt,ccam02925,CCAM, 
Elgin,ccam03925,CCAM, 
Jura_ccam,ccam01927,CCAM, 
Crinan,ccam02927,CCAM, 
SR_RMI_sol1928,ccam03927,CCAM, 
Boreray,ccam04927,CCAM, 
Brodick,ccam05927,CCAM, 
Barraclough,ccam01929,CCAM, 
Banff_ccam,ccam02929,CCAM, 
Bass_Rock,ccam03929,CCAM, 
aegis_post_1930a,ccam04929,CCAM, 
Canna_ccam,ccam01931,CCAM, 
Aberfoyle_ccam,ccam02931,CCAM, 
Morar,ccam03931,CCAM, 
Unst_ccam,ccam04931,CCAM, 
Funzie,ccam05931,CCAM, 
Rhynie,ccam01934,CCAM, 
Ross_of_Mull_ccam,ccam02934,CCAM, 
Macleans_Nose_ccam,ccam03934,CCAM, 
Funzie_2,ccam01937,CCAM, 
Ullapool,ccam02937,CCAM, 
Macleans_Nose_2,ccam03937,CCAM, 
Aberfoyle_2,ccam01938,CCAM, 
Loch_Maree_ccam,ccam02938,CCAM, 
Rona_ccam,ccam03938,CCAM, 
Applecross,ccam04938,CCAM, 
Mallaig_ccam,ccam01940,CCAM, 
Criffell,ccam02940,CCAM, 
Foyers,ccam01943,CCAM, 
Eaval_ccam,ccam02943,CCAM, 
Kirkcolm,ccam01945,CCAM, 
Callander,ccam02945,CCAM, 
Loch_Gairloch_ccam,ccam03945,CCAM, 
Moidart,ccam04945,CCAM, 
Thurso_ccam,ccam01947,CCAM, 
Loch_Tay_ccam,ccam02947,CCAM, 
LD_RMI_SlopeB_sol1947,ccam03947,CCAM, 
Loch_Scridain,ccam04947,CCAM, 
Zenith Sky Flat,ccam06947,CCAM, 
Killiecrankie,ccam01950,CCAM, 
Bennachie,ccam02950,CCAM, 
Muchalls,ccam03950,CCAM, 
aegis_post_1951a,ccam04950,CCAM, 
aegis_post_1951b,ccam04950,CCAM, 
Cal Target 10_9_8_7,ccam05950,CCAM, 
aegis_post_1953a,ccam15903,CCAM, 
Cal Target 6,ccam03952,CCAM, 
Cal Target 4,ccam03952,CCAM, 
Cal Target 3,ccam03952,CCAM, 
Cal Target 2,ccam03952,CCAM, 
Glen_Roy_ccam,ccam01954,CCAM, 
Harra_Ebb_ccam,ccam02954,CCAM, 
Cocksburnpath,ccam03954,CCAM, 
Bloodstone_Hill_1954,ccam04954,CCAM, 
South_Harris,ccam01957,CCAM, 
Drummock_ccam,ccam02957,CCAM, 
Cal Target 9,ccam03957,CCAM, 
Cal Target 5,ccam03957,CCAM, 
Sky,ccam04957,CCAM, 
Cal Target 9,ccam05957,CCAM, 
Cal Target 5,ccam05957,CCAM, 
Arnaboll_ccam,ccam01959,CCAM, 
Stromness,ccam02959,CCAM, 
LD_Yardangs_sol1959,ccam03959,CCAM, 
LD_RMI_SlopeA_sol1959,ccam04959,CCAM, 
LD_RMI_SlopeA_sol1961,ccam01961,CCAM, 
Bloodstone_Hill_1961,ccam02961,CCAM, 
Glenfinnan_ccam,ccam03961,CCAM, 
