sclk,File_name,Target_plan,SiO2,SiO2_RMSEP,SiO2_shots_stdev,TiO2,TiO2_RMSEP,TiO2_shots_stdev,Al2O3,Al2O3_RMSEP,Al2O3_shots_stdev,FeOT,FeOT_RMSEP,FeOT_shots_stdev,MgO,MgO_RMSEP,MgO_shots_stdev,CaO,CaO_RMSEP,CaO_shots_stdev,Na2O,Na2O_RMSEP,Na2O_shots_stdev,K2O,K2O_RMSEP,K2O_shots_stdev,Sum_of_Oxides,Spectrum_Total
545050358,CL5_545050358CCS_F0620660CCAM15903P1.SAV,aegis_post_1662a,45.796621,4.983408,0.144,1.2327282,0.54542178,1.1542,10.599207,3.5332961,0.71,20.482532,4.2892418,1.545,5.3362059,1.894828,1.6,6.0410783,1.9947717,2.3,3.2105069,0.63371843,2.3,0.74282645,0.75624466,2.3,93.441705,9.93E+14
545050423,CL5_545050423CCS_F0620660CCAM15903P1.SAV,aegis_post_1662a,46.087483,4.9739938,0.145,1.3049617,0.56257939,0.6542,11.122253,3.5431447,0.95,20.560739,4.3002567,0.985,5.0871766,1.8652433,0.785,5.5436226,1.8498168,3.2,3.3510914,0.64218324,3.2,0.8523873,0.80319583,3.2,93.909715,9.69E+14
545050533,CL5_545050533CCS_F0620660CCAM15903P1.SAV,aegis_post_1662a,45.640982,4.9894381,0.146,1.3070357,0.5650804,0.6542,10.644583,3.534121,0.81,20.937629,4.3487287,1.675,5.1405533,1.871061,1.535,5.9958454,1.983285,0.2,3.2075088,0.63371843,0.2,0.73705279,0.75624466,0.2,93.61119,9.89E+14
545050599,CL5_545050599CCS_F0620660CCAM15903P1.SAV,aegis_post_1662a,45.590859,4.9913225,0.147,1.2803083,0.55758405,0.6542,10.963984,3.5402911,0.63,21.210998,4.3805695,0.705,5.0367137,1.8594257,1.84,5.9672307,1.9746699,0.1,3.3431874,0.64155942,0.1,0.79535441,0.78176224,0.1,94.188636,9.64E+14
545050664,CL5_545050664CCS_F0620660CCAM15903P1.SAV,aegis_post_1662a,45.285497,5.0026283,0.148,1.3026384,0.56257939,1.1542,10.379428,3.5283267,0.33,21.218002,4.3817492,1.545,4.9684759,1.8512809,0.78,6.3008555,2.0693197,0.1,3.1129657,0.62804615,0.1,0.75869012,0.76475054,0.1,93.326553,9.80E+14
545298971,CL5_545298971CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.361644,4.9999905,0.149,1.2836026,0.55758405,1.1542,10.353348,3.5275905,0.07,21.203316,4.3793902,0.895,5.0235439,1.8570986,0.96,6.3956426,2.0975118,0.1,3.1247887,0.62860131,0.1,0.7438029,0.75624466,0.1,93.489689,1.00E+15
545299040,CL5_545299040CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.026659,5.0142937,0.15,1.2920047,0.56008172,1.1542,10.222212,3.5244005,0.44,21.752736,4.4368534,1.9,5.0500748,1.8605893,0.885,6.2530924,2.0550771,0.1,3.0811748,0.62644565,0.1,0.73986501,0.75624466,0.1,93.417819,9.62E+14
545299103,CL5_545299103CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.239065,5.0045128,0.151,1.3148029,0.5650804,1.1542,10.345703,3.5275905,0.06,21.572666,4.419405,1.755,5.0707718,1.8629162,1.565,6.3368907,2.0805964,0.1,3.2485412,0.6360867,0.1,0.80780662,0.78601515,0.1,93.936247,9.81E+14
545299218,CL5_545299218CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.280701,5.0030055,0.152,1.3539158,0.57538295,0.6542,10.613329,3.5335023,0.72,21.441242,4.40553,0.75,4.8523223,1.8373185,0.715,6.1406056,2.0234885,0.5,3.2724299,0.63728547,0.5,0.80640991,0.78601515,0.5,93.760955,9.68E+14
545299281,CL5_545299281CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.669512,4.9883075,0.153,1.3788625,0.58328253,0.6542,10.8021,3.5374179,0.47,21.208893,4.3805695,1.88,4.8229747,1.8339899,0.595,6.1462894,2.0263603,0.1,3.2158719,0.63429981,0.1,0.79961774,0.78176224,0.1,94.044121,9.70E+14
545299344,CL5_545299344CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.323794,5.0014977,0.154,1.3899482,0.58597136,1.1542,10.857673,3.5384953,0.21,21.723001,4.4339929,0.655,4.9878304,1.853608,0.785,5.8692691,1.9456668,0.3,3.1970822,0.63313705,0.3,0.76768732,0.76900345,0.3,94.116285,9.39E+14
545299454,CL5_545299454CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.754747,4.9852924,0.155,1.3209056,0.56764764,1.1542,11.028298,3.541548,0.01,21.013082,4.3569837,1.65,4.9105267,1.8442997,0.635,6.2292649,2.0493338,0.2,3.208421,0.63371843,0.2,0.78965265,0.77750933,0.2,94.254898,9.58E+14
545299517,CL5_545299517CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.562234,4.9924531,0.156,1.3267268,0.57021487,1.1542,11.268621,3.5456045,0.38,21.269114,4.3873858,1.87,4.9358688,1.8477904,0.745,6.0705367,2.0033867,0.3,3.354104,0.64218324,0.3,0.80728015,0.78601515,0.3,94.594485,9.36E+14
545299581,CL5_545299581CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.645488,4.9890614,0.157,1.3404125,0.57278216,0.6542,11.305773,3.5462606,0.76,20.836839,4.3363028,0.625,5.0081119,1.855935,0.56,6.2511814,2.0550771,0.1,3.2503448,0.6360867,0.1,0.75598011,0.76475054,0.1,94.394131,9.61E+14
545300257,CL5_545300257CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.823707,4.9826541,0.158,1.3537424,0.57538295,1.1542,11.236679,3.5451126,0.11,20.929701,4.3475494,0.62,4.8832923,1.8408091,0.875,5.7935236,1.9224497,0.1,3.2893622,0.63849282,0.1,0.73889641,0.75624466,0.1,94.048904,9.56E+14
545300326,CL5_545300326CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,46.545265,4.9626331,0.159,1.0766822,0.51143521,0.6542,9.3868846,3.4957993,0.2,19.260531,4.1044707,1.685,7.8023285,2.2364395,0.875,6.8395808,2.2197638,0.1,2.1189134,0.62339836,0.1,0.35725689,0.60884786,0.1,93.387443,5.11E+14
545300389,CL5_545300389CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,43.249096,5.1254826,0.16,1.1215155,0.52021348,0.6542,8.3893917,3.4385769,0.21,18.778769,4.0239844,0.75,8.0057504,2.2695031,1.935,6.8174422,2.2142699,0.1,1.8834064,0.63809776,0.1,0.30459991,0.58865929,0.1,88.549971,8.63E+14
545300502,CL5_545300502CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,42.29102,5.2083068,0.161,1.0776966,0.51143521,0.6542,7.8643474,3.3957741,0.92,20.002757,4.2206764,1.785,7.4267026,2.1794631,0.59,6.8033648,2.2087758,0.1,2.1556336,0.62121338,0.1,0.37929763,0.61578178,0.1,88.00082,8.68E+14
545300565,CL5_545300565CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,44.778336,5.0271273,0.162,1.0437132,0.50277269,1.1542,9.1196477,3.4830999,0.25,19.804632,4.1905932,1.55,6.769038,2.0824275,1.85,5.0876246,1.7193973,0.5,2.76014,0.61306304,0.5,0.50421699,0.65951371,0.5,89.867348,8.11E+14
545300629,CL5_545300629CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,46.842003,4.9561963,0.163,0.92141792,0.4767212,1.1542,10.43074,3.5295537,0.68,19.342046,4.1175284,0.575,6.0491367,1.9838954,1.935,6.2289771,2.0493338,0.1,3.2580294,0.63668609,0.1,0.61971605,0.70671511,0.1,93.692067,6.80E+14
545300739,CL5_545300739CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.503692,4.9947143,0.164,0.99601525,0.49415541,1.1542,10.159205,3.5228183,0.7,19.367667,4.1224251,0.6,6.4520357,2.0375531,0.99,6.1140308,2.0148735,0.3,2.8396741,0.61556405,0.3,0.49327417,0.65564847,0.3,91.925595,8.56E+14
545300802,CL5_545300802CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.639674,4.9894381,0.165,0.99892125,0.49415541,0.6542,9.7340559,3.509217,0.85,19.809755,4.1921568,0.85,6.6900277,2.0711834,0.725,6.0773932,2.0062585,0.2,2.7263454,0.61235356,0.2,0.51217994,0.66338229,0.2,92.188353,8.22E+14
545300865,CL5_545300865CCS_F0620690CCAM15904P1.SAV,aegis_post_1665a,45.280618,5.0030055,0.166,1.0464106,0.5049296,1.1542,10.220899,3.5244005,0.89,20.348803,4.2711806,0.75,6.6579252,2.066967,1.885,5.4251671,1.8178136,0.3,2.7800725,0.61363518,0.3,0.52537031,0.67111945,0.3,92.285266,8.94E+14
545405414,CL5_545405414CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,44.945047,5.0184007,0.167,1.0777619,0.51143521,1.1542,10.460209,3.5302899,0.4,20.179288,4.2473588,1.65,6.2490388,2.0106866,0.695,5.1493208,1.7367312,0.2,2.7896453,0.61393952,0.2,0.52841741,0.67111945,0.2,91.378728,9.50E+14
545405484,CL5_545405484CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,45.619282,4.9901919,0.168,1.0835322,0.51143521,1.1542,10.895211,3.5392137,0.67,19.966614,4.2162294,0.95,5.9771082,1.974925,0.78,4.9995695,1.6935068,0.2,2.8556587,0.61629373,0.2,0.55369217,0.67885667,0.2,91.950668,9.22E+14
545405547,CL5_545405547CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,46.159481,4.9722652,0.169,1.113784,0.51800501,0.6542,11.857031,3.554981,0.03,20.19062,4.2488408,0.745,5.6549407,1.9326849,0.96,4.8128431,1.6395553,0.3,2.9670261,0.62093437,0.3,0.60467557,0.69865453,0.3,93.360401,9.29E+14
545405660,CL5_545405660CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,46.231695,4.9705362,0.17,1.135402,0.52466094,1.1542,12.43198,3.5643094,0.46,20.160479,4.2443938,1.855,5.5627993,1.9216942,0.77,4.3159249,1.5040656,0.2,3.01308,0.62284648,0.2,0.62014703,0.70671511,0.2,93.471507,9.44E+14
545405723,CL5_545405723CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,46.465893,4.9646091,0.171,1.2213412,0.54305249,0.6542,13.184955,3.5785558,0.58,20.596993,4.3054061,1.985,5.1783348,1.8757151,1.52,3.485394,1.2936475,0.1,3.1008538,0.62751269,0.1,0.67676204,0.73124003,0.1,93.910528,9.24E+14
545405786,CL5_545405786CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,46.656045,4.9599166,0.172,1.2900629,0.56008172,0.6542,13.257583,3.5801947,0.28,20.733576,4.3221421,0.83,4.9045247,1.8431362,1.565,3.5364917,1.3056914,0.2,3.2416526,0.63548732,0.2,0.70008469,0.73956031,0.2,94.32002,9.23E+14
545405896,CL5_545405896CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,47.257957,4.9508896,0.173,1.2171148,0.54305249,0.6542,12.480222,3.5651863,0.44,20.115631,4.2384644,1.685,5.0381588,1.8594257,1.895,3.7229325,1.3490492,0.2,3.175622,0.63197428,0.2,0.68376594,0.73124003,0.2,93.691405,9.32E+14
545405959,CL5_545405959CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,45.794767,4.9837852,0.174,1.2474006,0.55023688,1.1542,11.904873,3.5556111,0.8,20.769086,4.3272915,1.675,5.1282775,1.8698975,1.51,4.6406182,1.5917969,0.3,2.9745664,0.62093437,0.3,0.63631147,0.71477574,0.3,93.095901,9.42E+14
545406022,CL5_545406022CCS_F0620786CCAM15903P1.SAV,aegis_post_1666a,45.618642,4.9901919,0.175,1.2539046,0.55023688,0.6542,12.253179,3.561259,0.22,20.484427,4.2892418,0.89,5.2437093,1.8826964,0.545,4.8085007,1.6395553,0.2,2.9592809,0.62046963,0.2,0.61579376,0.70671511,0.2,93.237438,9.68E+14
545745120,CL5_545745120CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,45.440702,4.9969754,0.176,1.2390912,0.54779965,0.6542,11.533125,3.5497901,0.44,20.804755,4.3311534,1.575,5.2616228,1.8850585,0.915,5.0657764,1.7136194,0.1,2.952231,0.62000495,0.1,0.62681475,0.71074539,0.1,92.924119,9.56E+14
545745196,CL5_545745196CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,44.808236,5.0255871,0.177,1.2019505,0.53833544,0.6542,11.255685,3.5454404,0.14,20.643532,4.3105559,0.83,5.4821907,1.9119246,0.65,4.9794562,1.6878277,1.1,2.8084499,0.61454815,1.1,0.61936785,0.70671511,1.1,91.798868,9.72E+14
545745261,CL5_545745261CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,44.517063,5.0404739,0.178,1.2536048,0.55023688,1.1542,11.020639,3.5413685,0.57,21.171763,4.3758526,1.725,5.3049232,1.8899432,0.945,5.2362517,1.762732,2.1,2.8001858,0.61424381,2.1,0.62444364,0.70671511,2.1,91.928875,9.73E+14
545745370,CL5_545745370CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,43.424535,5.1119509,0.179,1.220704,0.54305249,1.1542,10.436939,3.529799,0.85,22.500084,4.4997983,0.55,5.1756911,1.8757151,1.74,5.8900983,1.951471,0.7,2.7545246,0.61282653,0.7,0.66426014,0.72291982,0.7,92.066836,9.96E+14
545745435,CL5_545745435CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,44.13995,5.0630474,0.18,1.2609322,0.55267411,1.1542,10.811894,3.5375974,0.33,20.994365,4.3546247,0.555,4.9667869,1.8512809,1.95,5.719781,1.9021348,0.9,2.8475736,0.61592889,0.9,0.68237031,0.73124003,0.9,91.423654,9.93E+14
545745500,CL5_545745500CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,44.573919,5.0379076,0.181,1.2293535,0.54542178,0.6542,10.904937,3.5392137,0.83,21.005834,4.3569837,0.505,4.9216321,1.8454633,2,5.7003656,1.8963305,2,2.949215,0.62000495,2,0.65936317,0.72291982,2,91.944619,9.60E+14
545745610,CL5_545745610CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,43.885105,5.0793619,0.182,1.2612093,0.55267411,0.6542,11.117847,3.5431447,0.77,22.589987,4.5063815,0.92,4.8744923,1.8396456,0.84,5.9161529,1.9601774,1.5,2.8366599,0.61556405,1.5,0.64596926,0.71880603,1.5,93.127422,9.84E+14
545745675,CL5_545745675CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,44.355445,5.0486908,0.183,1.2467429,0.55023688,0.6542,10.974285,3.5404706,0.06,21.755093,4.4378071,0.91,4.9318636,1.8466268,0.825,5.441946,1.8207231,2.3,3.0788068,0.62644565,2.3,0.78562709,0.77750933,2.3,92.56981,9.83E+14
545745740,CL5_545745740CCS_F0621080CCAM15903P1.SAV,aegis_post_1670a,43.919993,5.077404,0.184,1.3679296,0.58064938,1.1542,11.478179,3.5490046,0.43,22.763043,4.5188169,0.98,5.1168062,1.8687339,1.765,4.2654446,1.490734,3.2,3.0036908,0.6223442,3.2,0.7514165,0.76049757,3.2,92.666502,9.74E+14
545852465,CL5_545852465CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.979584,5.0734887,0.185,1.2928974,0.56008172,1.1542,11.943516,3.556241,0.61,22.75665,4.5188169,0.64,5.016106,1.8570986,0.645,4.6644887,1.5973258,0.2,3.1163449,0.62860131,0.2,0.76557655,0.76900345,0.2,93.535163,9.50E+14
545852541,CL5_545852541CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.704459,5.0917606,0.186,1.3160661,0.56764764,1.1542,11.83913,3.554666,0.1,22.539422,4.5027242,0.655,5.0766423,1.8640798,1.9,4.7527363,1.6225181,0.1,3.0030852,0.6223442,0.1,0.73472291,0.75204062,0.1,92.966264,9.80E+14
545852606,CL5_545852606CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.102775,5.137423,0.187,1.3387415,0.57278216,1.1542,10.913064,3.5393932,0.51,23.375956,4.5641704,0.61,5.086993,1.8652433,0.8,4.7510056,1.6225181,0.1,3.0535191,0.62485582,0.1,0.7861704,0.77750933,0.1,92.408224,9.64E+14
545852781,CL5_545852781CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.043561,5.142199,0.188,1.2985587,0.56257939,1.1542,10.485818,3.5310261,0.53,23.26703,4.5561237,1.6,5.1331413,1.8698975,0.605,4.9761941,1.6878277,0.1,3.0164776,0.62334883,0.1,0.81858996,0.79028368,0.1,92.039371,9.89E+14
545852846,CL5_545852846CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,44.130536,5.0636997,0.189,1.1170291,0.52021348,1.1542,9.6508727,3.5063572,0.44,20.205012,4.2517304,1.58,7.6435948,2.2114475,0.69,6.5942638,2.1510763,0.1,2.3677525,0.61270636,0.1,0.49464785,0.65564847,0.1,92.203708,6.91E+14
545853088,CL5_545853088CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.633904,5.0963287,0.19,1.1006858,0.51579648,0.6542,9.6682119,3.5070722,0.07,19.722949,4.1780829,1.765,7.7533111,2.2285671,0.75,7.6182806,2.4227908,0.1,2.1876499,0.61962491,0.1,0.51884744,0.66725087,0.1,92.20384,9.74E+14
545852716,CL5_545852716CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.555718,5.1008968,0.191,1.122081,0.52021348,1.1542,9.2002295,3.4871817,0.63,20.624928,4.307981,1.69,7.2121836,2.1463244,0.57,6.2822216,2.0636811,0.5,2.1915912,0.61962491,0.5,0.70142459,0.73956031,0.5,90.890378,7.97E+14
545852958,CL5_545852958CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,44.478362,5.0425272,0.192,1.1996576,0.53833544,0.6542,9.7722124,3.5106468,0.87,20.705214,4.3195672,0.63,7.4426875,2.1809862,1.93,4.2792621,1.4934003,0.1,2.1494173,0.62174445,0.1,0.91048567,0.82902688,0.1,90.937298,8.74E+14
545853023,CL5_545853023CCS_F0621140CCAM15903P1.SAV,aegis_post_1671a,43.969846,5.074141,0.193,1.1070624,0.51800501,0.6542,9.2069316,3.4876919,0.77,21.052501,4.3617005,0.595,7.7447955,2.2269926,1.71,5.5973843,1.8672731,0.3,1.9804326,0.63194621,0.3,0.6143497,0.70268482,0.3,91.273303,8.76E+14
545936820,CL5_545936820CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,44.59009,5.0368805,0.194,1.2536951,0.55023688,1.1542,10.784603,3.5370085,0.53,21.204264,4.3793902,1.65,7.460999,2.1840324,0.53,4.1966291,1.4720696,0.2,2.1984128,0.61915791,0.2,0.53752215,0.67498809,0.2,92.226216,8.83E+14
545936889,CL5_545936889CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,45.350149,5.0003672,0.195,1.3248671,0.56764764,0.6542,11.197373,3.5444567,0.47,21.264358,4.3863187,0.605,6.8094053,2.0880494,1.65,3.8636855,1.3840569,0.3,2.4241316,0.61154187,0.3,0.57722737,0.6905939,0.3,92.811197,8.78E+14
545936952,CL5_545936952CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,44.516058,5.0404739,0.196,1.2583403,0.55267411,1.1542,11.059331,3.5420868,0.99,21.339598,4.3948574,0.515,6.1994882,2.0039699,0.595,4.5003799,1.5530944,0.1,2.4155025,0.61154187,0.1,0.59320456,0.69462419,0.1,91.881903,9.03E+14
545937067,CL5_545937067CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,45.174829,5.0071511,0.197,1.3185854,0.56764764,1.1542,11.798629,3.5540361,0.47,21.754851,4.4368534,1.785,5.6621832,1.9339178,1.69,4.728116,1.6168389,0.1,2.6224236,0.61060476,0.1,0.63692713,0.71477574,0.1,93.696545,1.01E+15
545937130,CL5_545937130CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,43.908594,5.0780568,0.198,1.3215119,0.56764764,1.1542,10.727463,3.5359771,0.69,21.562478,4.4183373,1.625,6.1582816,1.9985965,0.625,5.2630912,1.76851,0.1,2.3459803,0.61327118,0.1,0.58000048,0.6905939,0.1,91.8674,1.01E+15
545937194,CL5_545937194CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,44.420997,5.0456071,0.199,1.3667753,0.58064938,1.1542,11.316465,3.5464244,0.02,21.742456,4.4359002,1.82,6.1426509,1.9959099,0.56,5.111973,1.7251753,0.1,2.3670552,0.61270636,0.1,0.58247464,0.6905939,0.1,93.050847,1.02E+15
545937304,CL5_545937304CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,43.850287,5.0819721,0.2,1.4334086,0.59681153,1.1542,10.868565,3.5386748,0.53,22.200411,4.4768548,1.845,5.9834798,1.974925,0.84,5.2517259,1.7656209,0.1,2.3679812,0.61270636,0.1,0.56130596,0.68272525,0.1,92.517165,1.04E+15
545937367,CL5_545937367CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,45.425164,4.9973521,0.201,1.2473756,0.55023688,1.1542,11.67851,3.5521476,0.9,20.816661,4.3337283,0.665,6.2103397,2.0053132,1.725,5.1644043,1.7396202,0.5,2.6687503,0.61120373,0.5,0.61968623,0.70671511,0.5,93.830891,9.52E+14
545937431,CL5_545937431CCS_F0621314CCAM15903P1.SAV,aegis_post_1672a,43.49838,5.1055822,0.202,1.4045605,0.58866197,1.1542,11.308046,3.5462606,0.09,22.488465,4.4990668,1.995,5.7719522,1.948014,1.675,5.5005178,1.8381793,0.1,2.4675268,0.61078674,0.1,0.58850186,0.69462419,0.1,93.02795,1.06E+15
546025507,CL5_546025507CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,44.052699,5.0689206,0.203,1.3746379,0.58064938,0.6542,10.853591,3.5383158,0.26,21.654042,4.427319,1.72,5.8979239,1.9646733,1.925,5.4017261,1.8090856,0.3,2.6185372,0.61060476,0.3,0.67181353,0.72707993,0.3,92.52497,1.11E+15
546025577,CL5_546025577CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.782705,5.0865402,0.204,1.4146571,0.59135258,0.6542,10.735499,3.5361834,0.13,22.594739,4.5063815,0.88,5.6199531,1.9290214,1.675,5.3621786,1.797448,0.2,2.6136015,0.61051482,0.2,0.59944898,0.69865453,0.2,92.722783,1.08E+15
546025640,CL5_546025640CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.743471,5.0891504,0.205,1.3992595,0.58866197,1.1542,10.643682,3.534121,0.15,22.407861,4.4932146,1.765,5.7185767,1.9416066,0.6,5.0012056,1.6935068,0.3,2.5968871,0.61042494,0.3,0.59720733,0.69865453,0.3,92.10815,1.09E+15
546025754,CL5_546025754CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.822531,5.08393,0.206,1.3786314,0.58328253,0.6542,10.246487,3.5251365,0.41,22.574732,4.5049186,1.645,5.8169769,1.9544214,0.825,5.4511,1.8236324,0.2,2.5590816,0.61031491,0.2,0.60055449,0.69865453,0.2,92.450095,1.11E+15
546025818,CL5_546025818CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.357663,5.1167264,0.207,1.472831,0.60788202,0.6542,10.45907,3.5302899,0.73,23.792729,4.594162,1.905,6.0412301,1.9826139,1.705,4.72232,1.6139995,0.2,2.5074388,0.61045247,0.2,0.60080282,0.69865453,0.2,92.954085,1.15E+15
546025882,CL5_546025882CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.035578,5.142199,0.208,1.4999065,0.6163035,1.1542,10.439144,3.529799,0.86,24.08677,4.616107,0.585,5.6899657,1.9377621,0.885,5.1752656,1.7453982,0.3,2.4799579,0.61065787,0.3,0.62827965,0.71074539,0.3,93.034868,1.13E+15
546025991,CL5_546025991CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.951344,5.0754461,0.209,1.5085624,0.61912805,1.1542,11.153926,3.5436366,0.32,23.576894,4.5788002,0.605,5.5805878,1.9241365,0.76,4.74905,1.6225181,0.2,2.7035685,0.61169946,0.2,0.62594322,0.71074539,0.2,93.849876,1.09E+15
546026054,CL5_546026054CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,42.978864,5.146975,0.21,1.5478949,0.63047951,0.6542,10.877089,3.5388546,0.91,24.930984,4.6775532,1.69,5.3557565,1.8972703,1.635,4.8278847,1.6452346,0.1,2.5680138,0.61032814,0.1,0.62046905,0.70671511,0.1,93.706956,1.14E+15
546026118,CL5_546026118CCS_F0621386CCAM15903P1.SAV,aegis_post_1673a,43.891641,5.0793619,0.211,1.4984989,0.6163035,0.6542,11.432827,3.5482187,0.62,24.199898,4.6241536,1.97,5.1905006,1.8768786,1.57,4.8532663,1.6509137,0.2,2.7582737,0.61306304,0.2,0.70716336,0.74372035,0.2,94.532069,1.10E+15
546287015,CL5_546287015CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,44.249721,5.0558691,0.212,1.5376574,0.62763608,0.6542,12.118471,3.5591304,0.52,23.598255,4.5802631,0.99,5.2741811,1.8862797,1.905,4.0121817,1.4222555,0.2,2.8025676,0.61424381,0.2,0.68721371,0.73540014,0.2,94.280249,1.15E+15
546287091,CL5_546287091CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,44.624304,5.0353403,0.213,1.5312618,0.62479258,0.6542,12.795762,3.5710125,0.39,23.713279,4.5883098,1.575,4.9713243,1.8512809,1.575,4.1546824,1.4587379,0.3,2.9212849,0.61869472,0.3,0.72089287,0.74788046,0.3,95.432792,1.10E+15
546287156,CL5_546287156CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,43.998607,5.0721836,0.214,1.5586196,0.63332498,1.1542,12.089553,3.5586393,0.76,23.843181,4.5978193,1.985,5.2520623,1.8838599,0.855,4.3552014,1.5147309,0.2,2.7922993,0.61393952,0.2,0.63551785,0.71477574,0.2,94.525042,1.15E+15
546287265,CL5_546287265CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,43.632133,5.0963287,0.215,1.5415608,0.62763608,0.6542,11.642522,3.5515189,0.75,24.800939,4.6680436,1.725,5.5080148,1.9155883,0.98,4.5532003,1.5669167,0.1,2.639892,0.61078453,0.1,0.60814095,0.70268482,0.1,94.926403,1.14E+15
546287330,CL5_546287330CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,43.59147,5.0989389,0.216,1.6269456,0.6532619,0.6542,12.385366,3.5636079,0.1,24.298643,4.6314683,0.675,5.2011652,1.8780422,1.755,4.4753729,1.5475655,1.1,2.8779666,0.61702341,1.1,0.64758832,0.71880603,1.1,95.104518,1.16E+15
546287395,CL5_546287395CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,43.232726,5.1270747,0.217,1.5333396,0.62479258,1.1542,11.884247,3.5552962,0.8,24.505057,4.6468301,0.83,5.1099269,1.8675704,0.5,5.1613643,1.7396202,2.1,2.8362882,0.61556405,2.1,0.65115261,0.71880603,2.1,94.914101,1.14E+15
546287506,CL5_546287506CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,42.893328,5.1541395,0.218,1.5270765,0.62479258,0.6542,11.654539,3.551676,0.58,24.819934,4.6695065,0.935,5.3276339,1.8936068,0.885,5.423412,1.8149043,0.7,2.7445484,0.61259007,0.7,0.6490716,0.71880603,0.7,95.039543,1.18E+15
546287571,CL5_546287571CCS_F0621530CCAM15903P1.SAV,aegis_post_1676a,45.399724,4.9984827,0.219,1.1615159,0.5291599,0.6542,9.7897827,3.5113618,0.26,20.349383,4.2711806,0.575,7.2919282,2.1581402,0.54,6.3916417,2.0946925,0.9,2.5630994,0.61031491,0.9,0.57922732,0.6905939,0.9,93.526302,5.94E+14
