sclk,File_name,Target_plan,SiO2,SiO2_RMSEP,SiO2_shots_stdev,TiO2,TiO2_RMSEP,TiO2_shots_stdev,Al2O3,Al2O3_RMSEP,Al2O3_shots_stdev,FeOT,FeOT_RMSEP,FeOT_shots_stdev,MgO,MgO_RMSEP,MgO_shots_stdev,CaO,CaO_RMSEP,CaO_shots_stdev,Na2O,Na2O_RMSEP,Na2O_shots_stdev,K2O,K2O_RMSEP,K2O_shots_stdev,Sum_of_Oxides,Spectrum_Total
558177628,CL5_558177628CCS_F0653308CCAM04809P1.SAV,Ti,42.2614,5.2111154,0.24,0.79471363,0.44596291,0.027887351,8.650704,3.4564812,0.16,16.455017,3.6225405,1.745,8.245804,2.3080182,0.5,7.3615985,2.3572168,0.3,1.5432956,0.64620233,0.3,0.12830558,0.53720444,0.3,85.440839,5.02E+14
561016467,CL5_561016467CCS_F0661332CCAM03841P1.SAV,Ti,43.470869,5.1079702,0.37,0.79557752,0.44848928,0.050509165,9.7703055,3.5106468,0.81,15.792163,3.5135601,1.575,7.5318676,2.1946938,0.368,7.8418857,2.4766352,4.6,2.0186547,0.62942135,4.6,0.31453925,0.59189731,4.6,87.535862,4.85E+14
564213314,CL5_564213314CCS_F0670000CCAM03877P1.SAV,Ti,48.474228,4.9459147,0.94,0.74245855,0.432794,0.075502495,16.458123,3.6623032,0.1,13.143885,3.1212442,0.965,5.4301098,1.9058187,0.454,4.1379523,1.4560716,0.4,3.8042461,0.67480862,0.4,0.75906454,0.76475054,0.4,92.950067,3.88E+14
566694101,CL5_566694101CCS_F0671494CCAM04906P1.SAV,Ti,52.023184,5.0174479,0.11,0.7284449,0.43000147,0.096498918,15.221089,3.6314313,0.53,10.488336,2.7331016,0.695,3.8945762,1.7343907,0.22,2.6471494,1.1143789,0.2,5.1895216,0.92552263,0.2,0.98610669,0.86346722,0.2,91.178407,3.39E+14
574328737,CL5_574328737CCS_F0681816CCAM04991P1.SAV,Ti,53.390872,5.0635366,0.63,0.72978991,0.43000147,0.04124959,15.502884,3.639101,0.82,9.7967154,2.6313035,0.625,3.7273101,1.7182201,0.264,2.590985,1.1028229,0.3,4.6877198,0.82297397,0.3,0.95961731,0.85057658,0.3,91.385894,3.00E+14
577175860,CL5_577175860CCS_F0691858CCAM05022P1.SAV,Ti,52.421019,5.0301161,0.74,0.78298291,0.44343659,0.060800778,15.417134,3.6369619,0.74,12.107658,2.9724286,1.825,3.8300068,1.7283268,0.366,3.3946755,1.2705139,0.2,4.5024476,0.78181374,0.2,0.87250615,0.81180394,0.2,93.328431,3.78E+14
549747044,CL5_549747044CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,53.130359,5.0544119,0.93,0.74205986,0.432794,0.033303911,15.571168,3.6409664,0.4,9.6739882,2.6123271,1.51,3.6519699,1.7101347,0.326,2.3669924,1.0628456,0.2,5.6731775,0.98976535,0.2,1.1951804,0.95115739,0.2,92.004895,3.75E+14
549747115,CL5_549747115CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,56.474661,5.1731482,0.54,0.6913586,0.41856787,0.077386536,17.081283,3.6733017,0.38,6.5268138,2.1876631,2,3.1295709,1.6602777,0.414,1.4195424,0.91912454,2.3,6.4625497,1.075189,2.3,1.3142396,0.99408752,2.3,93.100019,3.29E+14
549747178,CL5_549747178CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,55.316707,5.1328645,0.4,0.71209631,0.42441636,0.001182379,16.188821,3.6564176,0.51,7.0921251,2.2579637,1.93,3.3823705,1.6839939,0.348,2.0126188,1.0027798,0.2,6.6622228,1.0968152,0.2,1.3641529,1.0123132,0.2,92.731114,3.34E+14
549747281,CL5_549747281CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,57.402936,5.2033043,0.83,0.66383337,0.40955675,0.005938396,17.234094,3.6754558,0.25,5.6895644,2.0863335,0.915,2.9636948,1.6445724,0.332,1.3276459,0.90774369,0.6,6.9436863,1.1270919,0.6,1.363284,1.0123132,0.6,93.588739,3.15E+14
549747476,CL5_549747476CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,57.753545,5.2138696,0.72,0.66264255,0.40955675,0.000683956,18.065852,3.6839118,0.02,5.1447509,2.0225637,1.575,2.5610852,1.6087164,0.496,1.2642376,0.89889193,0.1,7.4238253,1.1789949,0.1,1.4684715,1.0502962,0.1,94.344409,3.08E+14
549747540,CL5_549747540CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,57.958939,5.2202086,0.2,0.65496809,0.40646353,0.064642516,17.879863,3.6824503,0.64,5.1554353,2.0248318,0.98,2.5174701,1.6051842,0.216,1.2351738,0.89659512,2.6,7.4477899,1.1822388,2.6,1.4347922,1.0367572,2.6,94.284432,3.06E+14
549747643,CL5_549747643CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,58.051268,5.2229252,0.43,0.66187111,0.40955675,0.021338595,18.323047,3.6857011,0.46,4.6522152,1.9675595,1.53,2.2411785,1.5812037,0.368,0.91052203,0.86022466,0.8,7.7670312,1.2168407,0.8,1.5949965,1.086216,0.8,94.20213,2.86E+14
549747838,CL5_549747838CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,59.005502,5.2487974,0.13,0.66267581,0.40955675,0.063508694,18.582659,3.6874588,0.57,4.2132493,1.9195859,0.54,2.0418273,1.5643486,0.374,0.69892548,0.83971602,1.6,7.8969767,1.2308979,1.6,1.6929497,1.112107,1.6,94.794765,2.46E+14
549747902,CL5_549747902CCS_F0632086CCAM02715P1.SAV,Timber_Point_ccam,57.160142,5.1957846,0.98,0.67721536,0.41562775,0.06845433,17.390231,3.6774459,0.13,5.4724823,2.0605755,0.58,2.6804795,1.6193129,0.344,1.4620125,0.92418271,0.4,7.4479852,1.1822388,0.4,1.4436591,1.0401419,0.4,93.734207,2.98E+14
433631171,CL5_433631171CCS_F0170000CCAM01407P3.SAV,Tingey,56.626215,5.1783972,0.61,0.68993881,0.41856787,0.097155447,17.053925,3.6728709,0.03,5.5005828,2.0640495,1.83,2.8875383,1.6381055,0.326,1.791881,0.96939594,0.3,6.3715602,1.0654571,0.3,1.1483122,0.93092293,0.3,92.069954,3.00E+14
433631240,CL5_433631240CCS_F0170000CCAM01407P3.SAV,Tingey,57.702087,5.2123604,0.27,0.67012498,0.41264999,0.039893903,18.677229,3.6881516,0.53,4.4523724,1.9455795,0.765,2.3346786,1.5887885,0.388,1.183526,0.88990235,0.4,7.4207785,1.1789949,0.4,1.3097423,0.99408752,0.4,93.750538,2.88E+14
433631305,CL5_433631305CCS_F0170000CCAM01407P3.SAV,Tingey,48.265667,4.9455404,0.06,0.89424351,0.4699696,0.0493037,11.078771,3.5424459,0.05,16.616289,3.6493225,1.675,5.9489662,1.9710807,0.4,6.2864216,2.0665004,0.3,2.9584446,0.62046963,0.3,0.49088764,0.65564847,0.3,92.53969,3.05E+14
433631369,CL5_433631369CCS_F0170000CCAM01407P3.SAV,Tingey,53.169674,5.0557818,0.13,0.74873699,0.43549275,0.078538455,15.337455,3.6347497,0.88,8.2316486,2.408437,1.83,3.5594012,1.7013835,0.302,2.4274264,1.0733837,0.4,5.860379,1.0103103,0.4,0.9008821,0.82471693,0.4,90.235604,3.68E+14
433631433,CL5_433631433CCS_F0170000CCAM01407P3.SAV,Tingey,56.452728,5.1724758,1,0.69673114,0.42150801,0.042687506,17.139298,3.6741633,0.56,5.5371165,2.0686817,0.855,2.7553916,1.6263772,0.33,1.4474887,0.92291814,0.6,6.9856508,1.1324985,0.6,1.0653709,0.89755255,0.6,92.079775,3.08E+14
556931839,CL5_556931839CCS_F0651934CCAM02796P1.SAV,Tinker,57.210394,5.1974249,0.7,0.66629852,0.41264999,0.06674177,18.144017,3.6844406,0.72,4.6781161,1.9708871,1.875,2.2826053,1.5845748,0.312,1.2796997,0.90142101,0.1,7.7943091,1.2190034,0.1,1.2080539,0.95520431,0.1,93.263494,2.99E+14
556931916,CL5_556931916CCS_F0651934CCAM02796P1.SAV,Tinker,58.241316,5.2281752,0.97,0.64029755,0.40337029,0.041156627,19.360103,3.6941996,0.48,3.7265193,1.8692374,1.895,1.9326186,1.5554506,0.454,0.98195915,0.86759287,1.2,8.4157909,1.2871261,1.2,1.6997241,1.1145505,1.2,94.998328,2.75E+14
556931981,CL5_556931981CCS_F0651934CCAM02796P1.SAV,Tinker,58.148124,5.2257175,0.34,0.62917253,0.40017059,0.051501184,18.862568,3.6894534,0.62,3.8123021,1.8774176,0.82,2.2240804,1.5795182,0.388,0.94020426,0.86315441,0.4,8.5725607,1.3033457,0.4,1.4676256,1.0502962,0.4,94.656638,2.85E+14
556932046,CL5_556932046CCS_F0651934CCAM02796P1.SAV,Tinker,58.818355,5.244009,0.51,0.64607221,0.40646353,0.073954811,19.455931,3.6953669,0.61,3.4521147,1.8407177,1.655,1.9597461,1.5578557,0.498,0.83352274,0.85241181,0.5,8.6257594,1.3098336,0.5,1.6189111,1.0945413,0.5,95.410412,2.62E+14
556932112,CL5_556932112CCS_F0651934CCAM02796P1.SAV,Tinker,59.450885,5.2594786,0.82,0.62859817,0.40017059,0.03428667,19.688423,3.6987123,0.13,3.0336418,1.799561,1.785,1.7607204,1.5418212,0.306,0.85147726,0.85436505,0.2,9.121357,1.3628179,0.2,1.7850913,1.1340048,0.2,96.320194,2.56E+14
443653600,CL5_443653600CCS_F0251070CCAM02520P3.SAV,Togo,42.880503,5.1549354,0.25,0.94437296,0.4811191,0.093982745,8.7052209,3.4600744,0.27,18.498767,3.9756942,0.67,7.8243593,2.2395883,0.224,7.4580595,2.3828096,0.2,1.932482,0.63507718,0.2,0.3347783,0.59844702,0.2,88.578542,4.56E+14
443653670,CL5_443653670CCS_F0251070CCAM02520P3.SAV,Togo,44.204991,5.0591321,0.03,0.91245628,0.47447067,0.040589672,9.9175337,3.5157204,1,17.964744,3.881258,1.92,7.4282001,2.1794631,0.392,7.5653402,2.4105535,0.2,1.973576,0.63257867,0.2,0.27765778,0.58218318,0.2,90.244499,3.92E+14
443653733,CL5_443653733CCS_F0251070CCAM02520P3.SAV,Togo,40.017771,5.4632459,0.77,1.4117528,0.59135258,0.081845424,9.213714,3.4876919,0.09,17.531681,3.8058355,0.505,8.5743013,2.3600748,0.238,7.4689529,2.3853688,0.1,1.6270428,0.64729178,0.1,0.13362737,0.53720444,0.1,85.978843,4.34E+14
443653857,CL5_443653857CCS_F0251070CCAM02520P3.SAV,Togo,40.357169,5.4193993,0.67,1.0455633,0.5049296,0.020743405,8.7154133,3.4606733,0.25,17.105129,3.7327864,1.63,7.9246396,2.2553329,0.222,7.8489498,2.4790521,0.2,1.6582397,0.64703488,0.2,0.17685689,0.55136597,0.2,84.831961,5.70E+14
443654024,CL5_443654024CCS_F0251070CCAM02520P3.SAV,Togo,40.694156,5.3801003,0.81,0.83145701,0.45589054,0.04381972,8.2156716,3.4257398,0.94,17.415955,3.786566,1.705,8.6229459,2.3683333,0.378,7.127939,2.2974577,0.1,1.5241844,0.64549613,0.1,0.13821446,0.53995442,0.1,84.570523,5.93E+14
443654088,CL5_443654088CCS_F0251070CCAM02520P3.SAV,Togo,42.024475,5.233583,0.44,0.85419897,0.46071532,0.015929947,7.7287474,3.3842607,0.25,17.350236,3.7744162,1.81,8.8411646,2.404671,0.366,6.8098124,2.2115228,0.3,1.6207672,0.64737743,0.3,0.15594381,0.54545432,0.3,85.385346,5.31E+14
443654213,CL5_443654213CCS_F0251070CCAM02520P3.SAV,Togo,39.976531,5.4684463,0.41,0.75007102,0.43549275,0.00158699,6.8315387,3.288851,0.52,17.558821,3.8110907,0.72,9.9137733,2.584023,0.308,6.1563002,2.029232,0.3,1.425936,0.64028442,0.3,0.13137121,0.53720444,0.3,82.744342,5.74E+14
443654379,CL5_443654379CCS_F0251070CCAM02520P3.SAV,Togo,40.761668,5.3717642,0.08,0.78244819,0.44343659,0.04173833,7.4847675,3.3598995,0.35,17.741197,3.842622,0.525,8.9284819,2.419621,0.36,6.8802415,2.2307515,0.1,1.5276472,0.64584923,0.1,0.16113511,0.54545432,0.1,84.267586,5.73E+14
443654443,CL5_443654443CCS_F0251070CCAM02520P3.SAV,Togo,41.363175,5.3030701,0.38,0.8595133,0.4630383,0.006868797,8.021227,3.4099445,0.75,17.799679,3.8531508,1.8,8.0428284,2.2742264,0.354,7.2512462,2.3290646,0.2,1.6440527,0.64720619,0.2,0.16399374,0.54545432,0.2,85.145715,5.47E+14
557730429,CL5_557730429CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,41.845681,5.250699,0.78,0.77887082,0.44343659,0.080108065,7.6695014,3.3785334,0.62,17.890849,3.8689611,1.755,8.3942868,2.3306708,0.43,6.9540972,2.2495916,0.4,1.6021589,0.64727986,0.4,0.14574304,0.54270434,0.4,85.281188,4.99E+14
557730506,CL5_557730506CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,43.979743,5.0734887,0.57,0.7066106,0.42441636,0.008698717,10.085029,3.5207479,0.12,16.539534,3.6359315,1.79,7.009471,2.1170039,0.458,7.8352783,2.4766352,0.3,2.0043887,0.63068128,0.3,0.16067858,0.54545432,0.3,88.320733,4.44E+14
557730572,CL5_557730572CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,39.905498,5.4775462,0.57,0.71579212,0.4272089,0.091783523,8.5772176,3.4517355,0.14,16.127406,3.5682273,0.705,8.2475118,2.3080182,0.4,7.7822303,2.4619503,0.3,2.0138763,0.63004887,0.3,0.25030686,0.57246906,0.3,83.619839,2.84E+14
557730673,CL5_557730673CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,37.443971,5.8304496,0.57,0.70190187,0.42150801,0.096243298,7.5499897,3.3667645,0.79,16.592101,3.6443012,0.87,10.147857,2.6241481,0.362,7.1791383,2.3107538,0.4,1.7168381,0.64566523,0.4,0.2075637,0.5603596,0.4,81.53936,2.59E+14
557730872,CL5_557730872CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,36.691668,5.94451,0.84,0.69000512,0.41856787,0.084009859,7.2061066,3.3316824,0.2,15.791298,3.5135601,0.77,9.0320115,2.4363565,0.328,7.0225811,2.2682064,0.2,1.2557568,0.61958832,0.2,0.096336591,0.52895451,0.2,77.785763,2.84E+14
557730938,CL5_557730938CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,33.478212,6.4312038,0.45,0.81104915,0.45101562,0.00352891,7.3477061,3.3466604,0.26,16.922827,3.7002225,0.725,8.6357391,2.3716369,0.436,7.1541997,2.3027763,0.2,1.2995608,0.62566149,0.2,0.08482536,0.5234971,0.2,75.734119,2.71E+14
557731039,CL5_557731039CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,34.717571,6.2484879,0.1,0.92398723,0.4767212,0.015187436,7.3372454,3.3455904,0.47,17.406942,3.7848237,1.615,8.0293939,2.2726521,0.324,6.4630402,2.1144269,0.5,1.2857786,0.62419713,0.5,0.05188423,0.51599956,0.5,76.215842,2.57E+14
557731236,CL5_557731236CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,35.075947,6.1932855,0.05,1.0670926,0.50925916,0.075935624,7.7257949,3.3842607,0.91,16.673835,3.6576922,0.625,8.5103947,2.3501647,0.328,7.3359744,2.352098,0.1,1.5049159,0.64478993,0.1,0.093661061,0.52620453,0.1,77.987616,2.53E+14
557731302,CL5_557731302CCS_F0652882CCAM03805P1.SAV,Toothacher_Island,35.262019,6.1656837,0.83,0.88350565,0.46768421,0.087044752,8.1598472,3.4210072,0.19,17.384711,3.7796202,1.715,7.5955133,2.2053552,0.306,5.9500148,1.968884,0.3,1.5437922,0.64620233,0.3,0.072139653,0.52099788,0.3,76.851544,1.88E+14
546627446,CL5_546627446CCS_F0622248CCAM01680P1.SAV,Trenton_Bridge,33.939842,6.3650441,0.18,0.77614489,0.44343659,0.078267306,8.3065929,3.4328387,0.04,16.690898,3.6610396,1.725,7.8413288,2.2427373,0.318,6.4889594,2.1228845,4.6,1.5992989,0.64727986,4.6,0.074234293,0.52099788,4.6,75.717299,2.23E+14
546627516,CL5_546627516CCS_F0622248CCAM01680P1.SAV,Trenton_Bridge,34.797588,6.2362213,0.71,0.62424642,0.39692664,0.047021673,8.3243389,3.4336276,0.6,15.884754,3.5279157,1.51,7.8401008,2.2427373,0.232,6.8583901,2.2252574,0.4,1.5879189,0.64716083,0.4,0.095433873,0.52895451,0.4,76.01277,2.03E+14
546627579,CL5_546627579CCS_F0622248CCAM01680P1.SAV,Trenton_Bridge,33.265646,6.4612207,0.79,0.67779891,0.41562775,0.076242804,7.8175145,3.3922315,0.38,16.635276,3.6526704,1.715,8.2290816,2.3047819,0.37,6.3836161,2.0918734,0.2,1.4369462,0.64117062,0.2,0.080011997,0.5234971,0.2,74.525891,2.24E+14
546627643,CL5_546627643CCS_F0622248CCAM01680P1.SAV,Trenton_Bridge,39.541494,5.5256481,0.14,0.74969195,0.43549275,0.057399806,7.1316654,3.3231237,0.57,16.750255,3.6711891,1.98,7.6899688,2.2191203,0.272,6.5212545,2.1313419,0.3,1.4967145,0.64478993,0.3,0.097813893,0.52895451,0.3,79.978858,2.65E+14
546627706,CL5_546627706CCS_F0622248CCAM01680P1.SAV,Trenton_Bridge,37.992094,5.7484431,0.53,0.75165649,0.43549275,0.02453552,7.1199808,3.3220537,0.7,16.505136,3.6309099,0.96,9.0525169,2.4397035,0.412,6.3653044,2.0890541,0.2,1.4092276,0.63851202,0.2,0.062688462,0.51849872,0.2,79.258604,2.76E+14
559678573,CL5_559678573CCS_F0660384CCAM01827P1.SAV,Troll_Valley_ccam,38.645958,5.6500363,0.86,0.63127449,0.40017059,0.07269716,7.7773025,3.3886888,0.46,16.077787,3.56005,1.71,9.4602312,2.5084589,0.258,6.6268701,2.1620772,0.2,1.6589147,0.64703488,0.2,0.11212353,0.53170449,0.2,80.990462,2.68E+14
559678643,CL5_559678643CCS_F0660384CCAM01827P1.SAV,Troll_Valley_ccam,39.070963,5.5909181,0.35,0.58211696,0.38364685,0.064128999,7.0172658,3.3107309,0.49,15.536266,3.4742146,0.86,10.050206,2.6074867,0.39,7.0915051,2.2868209,2.3,1.5422561,0.64620233,2.3,0.14328667,0.53995442,2.3,81.033866,2.18E+14
559678707,CL5_559678707CCS_F0660384CCAM01827P1.SAV,Troll_Valley_ccam,40.827667,5.3634276,0.11,0.59741151,0.39041528,0.026187516,7.9854266,3.4072876,0.84,16.182923,3.5764043,1.74,8.7533382,2.3898056,0.384,6.8327418,2.2170167,0.2,1.5033776,0.64478993,0.2,0.10372819,0.52895451,0.2,82.786613,1.68E+14
559678771,CL5_559678771CCS_F0660384CCAM01827P1.SAV,Troll_Valley_ccam,37.099548,5.8811512,0.37,0.56899103,0.38026261,0.019979466,7.0143309,3.3095794,0.7,16.240692,3.5862172,0.53,9.2609874,2.4748483,0.332,6.8875603,2.2334986,0.6,1.2831343,0.62273276,0.6,0.087436247,0.52620453,0.6,78.44268,2.08E+14
559678835,CL5_559678835CCS_F0660384CCAM01827P1.SAV,Troll_Valley_ccam,39.276649,5.561676,0.76,0.55655727,0.37679863,0.006014862,7.3845536,3.34987,0.2,16.062468,3.5567794,0.805,9.0027174,2.4313359,0.22,6.9764319,2.2575693,0.1,1.5837792,0.64704186,0.1,0.11729386,0.53445446,0.1,80.960451,2.84E+14
566429123,CL5_566429123CCS_F0671238CCAM02902P1.SAV,Trotternish,38.466828,5.6768746,0.59,0.59015071,0.38703108,0.006090005,7.2063798,3.3316824,0.97,16.06898,3.5584147,0.62,9.8470766,2.573967,0.286,6.9505062,2.2495916,2.6,1.5177647,0.64549613,2.6,0.11985088,0.53445446,2.6,80.767538,2.58E+14
566429199,CL5_566429199CCS_F0671238CCAM02902P1.SAV,Trotternish,38.526602,5.6679282,0.11,0.57033739,0.38026261,0.097956034,7.1174993,3.3220537,0.05,15.412255,3.4539948,1.835,10.057023,2.6091626,0.294,6.7303976,2.1895471,0.8,1.3695513,0.63460326,0.8,0.12405171,0.53445446,0.8,79.907716,2.68E+14
566429264,CL5_566429264CCS_F0671238CCAM02902P1.SAV,Trotternish,42.804728,5.1613035,0.37,0.99999634,0.49415541,0.041607148,7.3403545,3.3455904,0.22,18.099361,3.9058523,0.575,8.1690431,2.2950737,0.376,6.118524,2.0177453,1.6,1.7208307,0.64566523,1.6,0.20934623,0.5603596,1.6,85.462184,5.16E+14
566429395,CL5_566429395CCS_F0671238CCAM02902P1.SAV,Trotternish,42.807115,5.1605077,0.62,0.88932821,0.4699696,0.024413953,8.5157415,3.4475801,0.99,18.071489,3.9005823,1.76,7.7989026,2.2364395,0.334,7.0217346,2.2682064,0.4,1.6706988,0.64694929,0.4,0.20294304,0.55736172,0.4,86.977953,5.07E+14
566429329,CL5_566429329CCS_F0671238CCAM02902P1.SAV,Trotternish,42.159637,5.2204771,0.12,0.81288002,0.45101562,0.053128945,8.3771276,3.4378846,0.7,17.055554,3.7241323,1.735,7.7593063,2.2301416,0.414,6.7062178,2.1840532,0.3,1.6731073,0.64694929,0.3,0.19683229,0.55736172,0.3,84.740662,5.21E+14
412140600,CL5_412140600CCS_F0052270CCAM04165P3.SAV,Tukarak,40.964716,5.3479466,0.2,0.88256494,0.46768421,0.064559521,8.6806755,3.4582777,0.03,17.585719,3.8163457,1.695,7.9284379,2.2569075,0.44,7.1837102,2.3107538,0.4,1.6551857,0.64703488,0.4,0.18578575,0.55436385,0.4,85.066795,4.85E+14
412140696,CL5_412140696CCS_F0052270CCAM04165P3.SAV,Tukarak,42.112685,5.2251577,0.05,0.86645849,0.46536124,0.06927918,8.3760552,3.4378846,0.33,17.264766,3.758805,0.54,9.0136297,2.4330094,0.486,7.2801918,2.3367426,0.3,1.5545129,0.64655542,0.3,0.11545226,0.53445446,0.3,86.583751,4.82E+14
412140791,CL5_412140791CCS_F0052270CCAM04165P3.SAV,Tukarak,38.926389,5.6104126,0.87,0.80039437,0.44848928,0.096294628,7.801043,3.3904603,0.59,16.913738,3.6985147,1.615,8.6969032,2.381547,0.476,7.2106345,2.3187315,0.4,1.4927256,0.64423293,0.4,0.1414389,0.53995442,0.4,81.983266,5.69E+14
412140925,CL5_412140925CCS_F0052270CCAM04165P3.SAV,Tukarak,41.572824,5.2806253,0.99,0.76355545,0.4381465,0.04249393,8.4666241,3.4441175,0.51,17.332977,3.770947,0.81,8.8977051,2.4146004,0.43,7.1364856,2.300117,0.6,1.6278847,0.64729178,0.6,0.1025559,0.52895451,0.6,85.900613,5.33E+14
412141019,CL5_412141019CCS_F0052270CCAM04165P3.SAV,Tukarak,41.237378,5.3158956,0.29,0.66674103,0.41264999,0.0833857,7.5483717,3.3667645,0.13,16.389897,3.6108232,0.62,8.4345332,2.3371429,0.238,6.8238143,2.2142699,0.1,1.4833698,0.6436221,0.1,0.12599138,0.53720444,0.1,82.710097,4.76E+14
412141185,CL5_412141185CCS_F0052270CCAM04165P3.SAV,Tukarak,40.714383,5.3777184,0.68,0.71938153,0.4272089,0.052375384,7.8212666,3.3922315,0.47,16.910987,3.6985147,1.78,8.9088443,2.4162738,0.362,6.8995383,2.2362454,1.2,1.5060834,0.64514303,1.2,0.11638055,0.53445446,1.2,83.596864,5.30E+14
412141321,CL5_412141321CCS_F0052270CCAM04165P3.SAV,Tukarak,39.951364,5.4723463,0.45,0.72787971,0.43000147,0.032910939,7.4524282,3.3569572,0.63,16.763052,3.6728969,0.61,9.4106487,2.5000486,0.492,7.3355806,2.352098,0.4,1.5306878,0.64584923,0.4,0.13175506,0.53720444,0.4,83.303396,5.41E+14
412141415,CL5_412141415CCS_F0052270CCAM04165P3.SAV,Tukarak,39.787106,5.4931474,0.17,0.7344532,0.43000147,0.006566787,7.7151523,3.3833749,0.85,16.850083,3.6882677,1.6,9.6520458,2.5404177,0.416,6.7945285,2.2060287,0.5,1.5577501,0.6468038,0.5,0.12655669,0.53720444,0.5,83.217675,5.70E+14
412141509,CL5_412141509CCS_F0052270CCAM04165P3.SAV,Tukarak,39.379581,5.5477519,0.66,0.70729199,0.42441636,0.07703796,7.1786663,3.3284729,0.48,16.598262,3.6459746,0.815,9.078685,2.4447243,0.432,6.9528102,2.2495916,0.2,1.3935704,0.63673961,0.2,0.10729889,0.53170449,0.2,81.396166,5.43E+14
438768950,CL5_438768950CCS_F0230616CCAM01465P3.SAV,Tully,38.72653,5.6382618,0.44,0.82584263,0.45589054,0.074078078,7.1508361,3.3252635,0.03,17.280746,3.7622743,1.745,8.6108493,2.3666816,0.476,6.8688434,2.2280045,0.2,1.6246308,0.64737743,0.2,0.12563001,0.53720444,0.2,81.213907,5.08E+14
438769019,CL5_438769019CCS_F0230616CCAM01465P3.SAV,Tully,39.112701,5.5853481,0.85,0.6840136,0.41562775,0.055971426,7.274,3.3381016,0.44,17.004898,3.7138853,1.785,8.347831,2.3241985,0.42,6.864471,2.2252574,0.2,1.4956881,0.64478993,0.2,0.1523802,0.54270434,0.2,80.935983,4.25E+14
438769083,CL5_438769083CCS_F0230616CCAM01465P3.SAV,Tully,39.180815,5.5756006,0.99,0.68454522,0.41562775,0.037798261,7.4796309,3.3598995,0.11,17.357943,3.7761509,1.895,8.2194836,2.303164,0.324,7.061036,2.2788432,0.1,1.8168013,0.64141047,0.1,0.17644464,0.55136597,0.1,81.9767,4.78E+14
438769249,CL5_438769249CCS_F0230616CCAM01465P3.SAV,Tully,38.758926,5.6340842,0.55,0.6669005,0.41264999,0.049146153,7.3325986,3.3445206,0.25,16.39764,3.6124971,1.83,8.7306645,2.3865023,0.24,6.7978449,2.2087758,0.2,1.5955636,0.64727986,0.2,0.13071401,0.53720444,0.2,80.410852,4.96E+14
438769313,CL5_438769313CCS_F0230616CCAM01465P3.SAV,Tully,40.02422,5.4632459,0.05,0.75377626,0.43549275,0.067284543,7.4646548,3.3579381,0.64,16.987934,3.7121775,1.815,8.4919888,2.3468611,0.21,7.0771568,2.2841616,0.1,1.6957242,0.64618409,0.1,0.1374715,0.53995442,0.1,82.632927,5.29E+14
544146638,CL5_544146638CCS_F0620108CCAM01652P1.SAV,Tumbledown_Mountain,38.183715,5.7201142,0.58,0.79676668,0.44848928,0.086981409,7.4605574,3.3579381,0.97,17.573315,3.8128421,0.9,8.0489533,2.2758009,0.4,7.4922111,2.3904874,0.3,1.8716686,0.63867813,0.3,0.15246053,0.54270434,0.3,81.579647,5.29E+14
544146730,CL5_544146730CCS_F0620108CCAM01652P1.SAV,Tumbledown_Mountain,39.595003,5.5178475,0.6,0.8247701,0.45347548,0.022964316,8.1212919,3.4178519,0.02,17.377282,3.7796202,1.61,7.0296031,2.1199358,0.308,8.1415002,2.5465956,0.3,2.2927303,0.61527228,0.3,0.19134418,0.55436385,0.3,83.573524,4.15E+14
544146817,CL5_544146817CCS_F0620108CCAM01652P1.SAV,Tumbledown_Mountain,40.562963,5.3955817,0.7,0.81603015,0.45347548,0.029637792,7.8885158,3.3984311,0.36,17.098751,3.7310517,0.665,6.9135099,2.1023436,0.226,8.0971265,2.5372791,0.1,2.2895994,0.61527228,0.1,0.15712307,0.54545432,0.1,83.823619,4.24E+14
544146904,CL5_544146904CCS_F0620108CCAM01652P1.SAV,Tumbledown_Mountain,41.641168,5.2731438,0.05,0.78779752,0.44596291,0.098516732,7.8351071,3.3940029,0.87,17.452907,3.7918215,1.63,7.7878946,2.234865,0.32,7.512626,2.3956058,0.2,2.2189008,0.61822397,0.2,0.17466224,0.5483681,0.2,85.411063,3.51E+14
544147149,CL5_544147149CCS_F0620108CCAM01652P1.SAV,Tumbledown_Mountain,40.649487,5.3848639,0.26,0.66215397,0.40955675,0.076536473,7.1020723,3.3199141,0.21,16.697691,3.6627135,0.73,8.6972688,2.381547,0.276,6.865507,2.2280045,0.4,1.662459,0.64703488,0.4,0.13524891,0.53995442,0.4,82.471888,3.26E+14
